"id","order_id","line_index","item_name","amount"
"cmnfml10d003djxxwspogeuix","cmnfml10d003bjxxwrn23os44","1","lemon ginger juice","1168.00"
"cmnfml10d003ejxxwfiwm7m93","cmnfml10d003bjxxwrn23os44","2","lemon ginger juice","581.00"
"cmnfml154003gjxxwakehla8f","cmnfml154003fjxxwyx8bg50v","0","kabuli miso","537.00"
"cmnfml154003hjxxw2q9yzfcu","cmnfml154003fjxxwyx8bg50v","1","kabuli miso","1651.00"
"cmnfml154003ijxxw22n453zq","cmnfml154003fjxxwyx8bg50v","2","Moringa Salt","1266.00"
"cmnfml19t003kjxxwdo5bmeei","cmnfml19t003jjxxwqhr1a2r2","0","Brown Aigamo Rice","1422.00"
"cmnfml19t003ljxxwikryllns","cmnfml19t003jjxxwqhr1a2r2","1","lemon ginger juice","554.00"
"cmnfml19t003mjxxwz2osfdgi","cmnfml19t003jjxxwqhr1a2r2","2","Brown Aigamo Rice","954.00"
"cmnfml1fx003ojxxwn2cnc3wj","cmnfml1fx003njxxwfcvuy7ao","0","Aigamo rice","963.00"
"cmnfml1fx003pjxxwnhqk33jm","cmnfml1fx003njxxwfcvuy7ao","1","Moringa Salt","1152.00"
"cmnfml1fx003qjxxwc2djpvg2","cmnfml1fx003njxxwfcvuy7ao","2","Moringa Salt","108.00"
"cmnfml1fx003rjxxw5zz4ex53","cmnfml1fx003njxxwfcvuy7ao","3","Brown Aigamo Rice","1201.00"
"cmnfml1fx003sjxxwavq1isc5","cmnfml1fx003njxxwfcvuy7ao","4","Aigamo rice","1370.00"
"cmnfml1fx003tjxxwtsfbjkjd","cmnfml1fx003njxxwfcvuy7ao","5","Soy Sauce","116.00"
"cmnfml1np003vjxxw1dab43xr","cmnfml1np003ujxxwy14n8hqx","0","Moringa Salt","998.00"
"cmnfml1np003wjxxwndlte9s8","cmnfml1np003ujxxwy14n8hqx","1","kabuli miso","1155.00"
"cmnfml1np003xjxxwk20fvtfy","cmnfml1np003ujxxwy14n8hqx","2","Moringa Salt","1585.00"
"cmnfml1np003yjxxwcr05o9o8","cmnfml1np003ujxxwy14n8hqx","3","kabuli miso","1552.00"
"cmnfml1tb0040jxxw5dsu2az0","cmnfml1tb003zjxxw4ned5pms","0","cracked rice","492.00"
"cmnfml1tb0041jxxwvw1wwthp","cmnfml1tb003zjxxw4ned5pms","1","lemon juice","236.00"
"cmnfml1tb0042jxxwkf5e5mut","cmnfml1tb003zjxxw4ned5pms","2","mixed miso","111.00"
"cmnfml1z80044jxxw17oywlis","cmnfml1z80043jxxwv1dk844f","0","soy miso","1557.00"
"cmnfml2740046jxxwwqe5h855","cmnfml2740045jxxwg54i9mwv","0","mixed miso","536.00"
"cmnfml2740047jxxwmt78q11c","cmnfml2740045jxxwg54i9mwv","1","mixed miso","1074.00"
"cmnfml2740048jxxwesl86vnl","cmnfml2740045jxxwg54i9mwv","2","Soy Sauce","853.00"
"cmnfml2740049jxxwqw6c49u1","cmnfml2740045jxxwg54i9mwv","3","lemon juice","166.00"
"cmnfml274004ajxxwden4erlc","cmnfml2740045jxxwg54i9mwv","4","kabuli miso","936.00"
"cmnfml274004bjxxw5y5dlt0l","cmnfml2740045jxxwg54i9mwv","5","Moringa Salt","261.00"
"cmnfml274004cjxxwr7o6adix","cmnfml2740045jxxwg54i9mwv","6","Brown Aigamo Rice","1146.00"
"cmnfml2f8004ejxxwligz9bkn","cmnfml2f8004djxxwj688526a","0","mixed miso","1945.00"
"cmnfml2f8004fjxxwt2gf4zxn","cmnfml2f8004djxxwj688526a","1","Aigamo rice","503.00"
"cmnfml2f8004gjxxw33oznxgr","cmnfml2f8004djxxwj688526a","2","lemon juice","1556.00"
"cmnfml2f8004hjxxwsjzj13nj","cmnfml2f8004djxxwj688526a","3","soy miso","538.00"
"cmnfml2f8004ijxxw7yxh8rmb","cmnfml2f8004djxxwj688526a","4","Soy Sauce","510.00"
"cmnfml2n3004kjxxwtasqhmta","cmnfml2n3004jjxxwlmx7a7b7","0","Moringa Salt","1337.00"
"cmnfml2n3004ljxxwi27idn52","cmnfml2n3004jjxxwlmx7a7b7","1","lemon juice","204.00"
"cmnfml2sp004njxxwje21q93m","cmnfml2sp004mjxxwevm5fubt","0","lemon juice","1393.00"
"cmnfml2sp004ojxxwkol8lp14","cmnfml2sp004mjxxwevm5fubt","1","Aigamo rice","732.00"
"cmnfml2xv004qjxxwxt7p9ddm","cmnfml2xv004pjxxw2p2dtobl","0","Soy Sauce","1561.00"
"cmnfml332004sjxxwlkklater","cmnfml332004rjxxwxmynyh53","0","lemon juice","1859.00"
"cmnfml332004tjxxw1ktttlrf","cmnfml332004rjxxwxmynyh53","1","Brown Aigamo Rice","901.00"
"cmnfml332004ujxxwua9m80yn","cmnfml332004rjxxwxmynyh53","2","Moringa powder","343.00"
"cmnfml332004vjxxwjzds2zqd","cmnfml332004rjxxwxmynyh53","3","Moringa powder","1478.00"
"cmnfml332004wjxxwd1acnz3i","cmnfml332004rjxxwxmynyh53","4","lemon juice","484.00"
"cmnfml332004xjxxwlgejami2","cmnfml332004rjxxwxmynyh53","5","Brown Aigamo Rice","612.00"
"cmnfml332004yjxxwyiknd01h","cmnfml332004rjxxwxmynyh53","6","Moringa powder","23.00"
"cmnfml3960050jxxwv3ssamds","cmnfml396004zjxxwvw2vto7e","0","mixed miso","262.00"
"cmnfml3960051jxxwq73huxbu","cmnfml396004zjxxwvw2vto7e","1","lemon juice","1454.00"
"cmnfml3960052jxxw6p2bnfkk","cmnfml396004zjxxwvw2vto7e","2","lemon ginger juice","263.00"
"cmnfml3960053jxxw7pb0dfh3","cmnfml396004zjxxwvw2vto7e","3","Soy Sauce","807.00"
"cmnfml3960054jxxw3dlye0e6","cmnfml396004zjxxwvw2vto7e","4","kabuli miso","1907.00"
"cmnfml3eu0056jxxwimcrye8c","cmnfml3eu0055jxxwnkqlhkbk","0","cracked rice","964.00"
"cmnfml3kh0058jxxwgqozpl0p","cmnfml3kh0057jxxwvdko85ol","0","lemon juice","594.00"
"cmnfml3kh0059jxxweciaa69t","cmnfml3kh0057jxxwvdko85ol","1","Soy Sauce","1371.00"
"cmnfml3kh005ajxxw63xqs8a2","cmnfml3kh0057jxxwvdko85ol","2","lemon ginger juice","1451.00"
"cmnfml3kh005bjxxwsmyx8nwc","cmnfml3kh0057jxxwvdko85ol","3","Brown Aigamo Rice","420.00"
"cmnfml3pt005djxxwk5oj0guf","cmnfml3pt005cjxxwieuyyipy","0","Brown Aigamo Rice","749.00"
"cmnfml3pt005ejxxwtwjdjjpo","cmnfml3pt005cjxxwieuyyipy","1","Aigamo rice","1150.00"
"cmnfml3pt005fjxxwltkpen8n","cmnfml3pt005cjxxwieuyyipy","2","kabuli miso","1267.00"
"cmnfml3vf005hjxxw8fc6t4tn","cmnfml3vf005gjxxwe9g98bd9","0","kabuli miso","155.00"
"cmnfml3vf005ijxxwgcc61dms","cmnfml3vf005gjxxwe9g98bd9","1","cracked rice","491.00"
"cmnfml3vf005jjxxwbkbyqfn2","cmnfml3vf005gjxxwe9g98bd9","2","kabuli miso","705.00"
"cmnfml3vf005kjxxwu02wrl73","cmnfml3vf005gjxxwe9g98bd9","3","Brown Aigamo Rice","901.00"
"cmnfml3vf005ljxxwtiz57q2i","cmnfml3vf005gjxxwe9g98bd9","4","mixed miso","1157.00"
"cmnfml3vf005mjxxw1z19hrxw","cmnfml3vf005gjxxwe9g98bd9","5","Brown Aigamo Rice","114.00"
"cmnfml3vf005njxxwtssl1111","cmnfml3vf005gjxxwe9g98bd9","6","Brown Aigamo Rice","495.00"
"cmnfml3vf005ojxxwvad0l2pi","cmnfml3vf005gjxxwe9g98bd9","7","soy miso","1254.00"
"cmnfml3vf005pjxxwkmhbjfeo","cmnfml3vf005gjxxwe9g98bd9","8","Aigamo rice","618.00"
"cmnfml42d005rjxxwdq1wtlki","cmnfml42d005qjxxwf6ofsygo","0","mixed miso","302.00"
"cmnfml42d005sjxxwnry9dt4z","cmnfml42d005qjxxwf6ofsygo","1","Moringa powder","869.00"
"cmnfml42d005tjxxwvpeytd3c","cmnfml42d005qjxxwf6ofsygo","2","Moringa Salt","902.00"
"cmnfml42d005ujxxwzawpdd2p","cmnfml42d005qjxxwf6ofsygo","3","Moringa Salt","1643.00"
"cmnfml42d005vjxxwdjfks58k","cmnfml42d005qjxxwf6ofsygo","4","Moringa powder","648.00"
"cmnfml479005xjxxwdxqgz7pj","cmnfml479005wjxxwgkc7v9aq","0","kabuli miso","815.00"
"cmnfml4cf005zjxxw76jxzmc1","cmnfml4cf005yjxxwh4up2nrc","0","Soy Sauce","880.00"
"cmnfml4cf0060jxxwm0a6sfln","cmnfml4cf005yjxxwh4up2nrc","1","cracked rice","366.00"
"cmnfml4hm0062jxxwllmcb2no","cmnfml4hm0061jxxw9v96ybd6","0","lemon ginger juice","1252.00"
"cmnfml4hm0063jxxws3vemz4s","cmnfml4hm0061jxxw9v96ybd6","1","Soy Sauce","1732.00"
"cmnfml4hm0064jxxwaa60nbvc","cmnfml4hm0061jxxw9v96ybd6","2","Moringa powder","66.00"
"cmnfml4mr0066jxxwvi2hbq5o","cmnfml4mr0065jxxw56vgvb2q","0","Brown Aigamo Rice","1054.00"
"cmnfml4sb0068jxxwxa96dk0u","cmnfml4sb0067jxxwr3mm91e6","0","Aigamo rice","1171.00"
"cmnfml4sb0069jxxwqq3m60ju","cmnfml4sb0067jxxwr3mm91e6","1","soy miso","494.00"
"cmnfml4sb006ajxxw11ntp78p","cmnfml4sb0067jxxwr3mm91e6","2","kabuli miso","1420.00"
"cmnfml4sb006bjxxwma8cywtm","cmnfml4sb0067jxxwr3mm91e6","3","Moringa powder","1932.00"
"cmnfml4sb006cjxxw183z3tnj","cmnfml4sb0067jxxwr3mm91e6","4","Moringa Salt","298.00"
"cmnfml4xh006ejxxwnubfnk4h","cmnfml4xh006djxxwy8kdsoek","0","Aigamo rice","1436.00"
"cmnfml4xh006fjxxweyfswkkj","cmnfml4xh006djxxwy8kdsoek","1","mixed miso","1078.00"
"cmnfml4xh006gjxxwl25g2c4x","cmnfml4xh006djxxwy8kdsoek","2","Aigamo rice","1003.00"
"cmnfml52v006ijxxwv7985phu","cmnfml52v006hjxxwz45yrv7l","0","cracked rice","1803.00"
"cmnfml52v006jjxxwo3pjwhqi","cmnfml52v006hjxxwz45yrv7l","1","cracked rice","907.00"
"cmnfml57v006ljxxwj6x9bhms","cmnfml57v006kjxxwxk7lalqs","0","lemon juice","1775.00"
"cmnfml57v006mjxxwtd2jiego","cmnfml57v006kjxxwxk7lalqs","1","Moringa powder","809.00"
"cmnfml5cy006ojxxwvl3meish","cmnfml5cy006njxxwta8r2jsl","0","lemon juice","1845.00"
"cmnfml5cy006pjxxwoss72nhs","cmnfml5cy006njxxwta8r2jsl","1","Aigamo rice","1546.00"
"cmnfml5cy006qjxxw2pfjtvrz","cmnfml5cy006njxxwta8r2jsl","2","cracked rice","991.00"
"cmnfml5cy006rjxxwsjutsm52","cmnfml5cy006njxxwta8r2jsl","3","mixed miso","541.00"
"cmnfml5ia006tjxxw6o78ycwb","cmnfml5ia006sjxxwyaj94u0k","0","mixed miso","1727.00"
"cmnfml5ia006ujxxw1r36j8vf","cmnfml5ia006sjxxwyaj94u0k","1","lemon juice","530.00"
"cmnfml5ia006vjxxwk0r7vplt","cmnfml5ia006sjxxwyaj94u0k","2","soy miso","434.00"
"cmnfml5ia006wjxxw1jf5die4","cmnfml5ia006sjxxwyaj94u0k","3","Moringa powder","549.00"
"cmnfml5nk006yjxxwct9wu31b","cmnfml5nk006xjxxwii2dg8mk","0","cracked rice","1501.00"
"cmnfml5nk006zjxxwj9ae1t4y","cmnfml5nk006xjxxwii2dg8mk","1","soy miso","561.00"
"cmnfml5nk0070jxxwshi7xfyp","cmnfml5nk006xjxxwii2dg8mk","2","lemon juice","167.00"
"cmnfml5nk0071jxxwsrneyrmj","cmnfml5nk006xjxxwii2dg8mk","3","Soy Sauce","197.00"
"cmnfml5nk0072jxxwc11f37ee","cmnfml5nk006xjxxwii2dg8mk","4","Moringa powder","1620.00"
"cmnfml5nk0073jxxwl9t28ugi","cmnfml5nk006xjxxwii2dg8mk","5","cracked rice","230.00"
"cmnfml5sz0075jxxw25jn9hsw","cmnfml5sz0074jxxw14vzglfn","0","soy miso","1798.00"
"cmnfml5sz0076jxxw8f8m9ue2","cmnfml5sz0074jxxw14vzglfn","1","Soy Sauce","200.00"
"cmnfml5sz0077jxxw2woyfeic","cmnfml5sz0074jxxw14vzglfn","2","soy miso","1982.00"
"cmnfml5sz0078jxxw4fz0jtkd","cmnfml5sz0074jxxw14vzglfn","3","kabuli miso","412.00"
"cmnfml5y9007ajxxw8ckkclyb","cmnfml5y90079jxxwlfn0pu32","0","Moringa powder","553.00"
"cmnfml5y9007bjxxwjlmjxpb3","cmnfml5y90079jxxwlfn0pu32","1","mixed miso","1872.00"
"cmnfml5y9007cjxxwyodpao5i","cmnfml5y90079jxxwlfn0pu32","2","Moringa powder","351.00"
"cmnfml5y9007djxxwekk3nzcd","cmnfml5y90079jxxwlfn0pu32","3","Moringa powder","8.00"
"cmnfml63u007fjxxw20utzwes","cmnfml63u007ejxxwjbpberaf","0","Moringa Salt","1531.00"
"cmnfml63u007gjxxwbu77ammu","cmnfml63u007ejxxwjbpberaf","1","kabuli miso","1429.00"
"cmnfml63u007hjxxww5slzy57","cmnfml63u007ejxxwjbpberaf","2","soy miso","334.00"
"cmnfml698007jjxxwlxkuu5u8","cmnfml698007ijxxwm8ubi2u7","0","cracked rice","383.00"
"cmnfml698007kjxxwhvna22wa","cmnfml698007ijxxwm8ubi2u7","1","Brown Aigamo Rice","1062.00"
"cmnfml6ee007mjxxwn6w286cv","cmnfml6ee007ljxxwrp3t6efg","0","Aigamo rice","1492.00"
"cmnfml6ee007njxxwn0dwa5e7","cmnfml6ee007ljxxwrp3t6efg","1","Brown Aigamo Rice","1733.00"
"cmnfml6ee007ojxxwz5matjof","cmnfml6ee007ljxxwrp3t6efg","2","Moringa powder","804.00"
"cmnfml6k4007qjxxw9fkrt30a","cmnfml6k4007pjxxw0467cqd9","0","cracked rice","320.00"
"cmnfml6k4007rjxxw14e8wcxt","cmnfml6k4007pjxxw0467cqd9","1","Soy Sauce","1443.00"
"cmnfml6pd007tjxxw63q1687n","cmnfml6pd007sjxxwlcqwcw7f","0","lemon ginger juice","940.00"
"cmnfml6uu007vjxxwuurlmikj","cmnfml6uu007ujxxw5y0prj89","0","Brown Aigamo Rice","745.00"
"cmnfml6uu007wjxxw2m3bwnot","cmnfml6uu007ujxxw5y0prj89","1","Soy Sauce","187.00"
"cmnfml6uu007xjxxw3ac8kza9","cmnfml6uu007ujxxw5y0prj89","2","soy miso","769.00"
"cmnfml6uu007yjxxwxatz1jbt","cmnfml6uu007ujxxw5y0prj89","3","lemon juice","1844.00"
"cmnfml6uu007zjxxws3more8i","cmnfml6uu007ujxxw5y0prj89","4","soy miso","1243.00"
"cmnfml6uu0080jxxwhhh293pz","cmnfml6uu007ujxxw5y0prj89","5","Moringa Salt","526.00"
"cmnfml6uu0081jxxwltubtkit","cmnfml6uu007ujxxw5y0prj89","6","cracked rice","302.00"
"cmnfml6uu0082jxxwhsmnydfg","cmnfml6uu007ujxxw5y0prj89","7","Moringa powder","96.00"
"cmnfml71t0084jxxw4j8ehudo","cmnfml71t0083jxxwb5nf9qqm","0","soy miso","853.00"
"cmnfml71t0085jxxwggmfmcm3","cmnfml71t0083jxxwb5nf9qqm","1","cracked rice","1699.00"
"cmnfml71t0086jxxw4z92vg77","cmnfml71t0083jxxwb5nf9qqm","2","cracked rice","1333.00"
"cmnfml71t0087jxxwm97k8icp","cmnfml71t0083jxxwb5nf9qqm","3","kabuli miso","446.00"
"cmnfml77d0089jxxw69di602l","cmnfml77d0088jxxwhmo4fknk","0","kabuli miso","966.00"
"cmnfml7co008bjxxwp3uqh42y","cmnfml7co008ajxxw8az2j471","0","lemon ginger juice","483.00"
"cmnfml7co008cjxxw4zrq6cdq","cmnfml7co008ajxxw8az2j471","1","soy miso","315.00"
"cmnfml7co008djxxw3g33m2tz","cmnfml7co008ajxxw8az2j471","2","Aigamo rice","1110.00"
"cmnfml7is008fjxxwkhuheghv","cmnfml7is008ejxxw0qcznl8n","0","kabuli miso","1670.00"
"cmnfml7is008gjxxwfiz5us3y","cmnfml7is008ejxxw0qcznl8n","1","Moringa powder","1081.00"
"cmnfml7is008hjxxw0cev4lkf","cmnfml7is008ejxxw0qcznl8n","2","cracked rice","569.00"
"cmnfml7is008ijxxwmwm0dh72","cmnfml7is008ejxxw0qcznl8n","3","cracked rice","192.00"
"cmnfml7is008jjxxwhtxgdf9t","cmnfml7is008ejxxw0qcznl8n","4","kabuli miso","1678.00"
"cmnfml7is008kjxxw284d1wo2","cmnfml7is008ejxxw0qcznl8n","5","Aigamo rice","266.00"
"cmnfml7ny008mjxxw02q61x5u","cmnfml7ny008ljxxwzsg86isu","0","Moringa Salt","1383.00"
"cmnfml7ny008njxxwy5cc1coj","cmnfml7ny008ljxxwzsg86isu","1","mixed miso","676.00"
"cmnfml7ny008ojxxwx2ck2qbh","cmnfml7ny008ljxxwzsg86isu","2","lemon juice","1451.00"
"cmnfml7ny008pjxxw12xb0nfo","cmnfml7ny008ljxxwzsg86isu","3","soy miso","670.00"
"cmnfml7tu008rjxxwwez4x4c7","cmnfml7tu008qjxxwd5gg3lf1","0","mixed miso","722.00"
"cmnfml7tu008sjxxwkjqg6c9p","cmnfml7tu008qjxxwd5gg3lf1","1","Moringa Salt","111.00"
"cmnfml7za008ujxxwxmjlsokh","cmnfml7za008tjxxw17caanzb","0","mixed miso","535.00"
"cmnfml7za008vjxxwj1n7ho8x","cmnfml7za008tjxxw17caanzb","1","kabuli miso","1260.00"
"cmnfml7za008wjxxw1bepa2h2","cmnfml7za008tjxxw17caanzb","2","soy miso","314.00"
"cmnfml84a008yjxxw4dyly8d8","cmnfml84a008xjxxwaphm4opc","0","Moringa powder","1129.00"
"cmnfml84a008zjxxwjyf3e1es","cmnfml84a008xjxxwaphm4opc","1","Moringa Salt","141.00"
"cmnfml84a0090jxxwv1hcdy9o","cmnfml84a008xjxxwaphm4opc","2","cracked rice","1261.00"
"cmnfml84a0091jxxw36l5u4c7","cmnfml84a008xjxxwaphm4opc","3","lemon ginger juice","813.00"
"cmnfml84a0092jxxwff4rdhka","cmnfml84a008xjxxwaphm4opc","4","Moringa powder","1200.00"
"cmnfml84a0093jxxwt79e5nme","cmnfml84a008xjxxwaphm4opc","5","Moringa powder","39.00"
"cmnfml89t0095jxxwawee0nts","cmnfml89t0094jxxwo5cog36e","0","Soy Sauce","404.00"
"cmnfml89t0096jxxw04iu4g9u","cmnfml89t0094jxxwo5cog36e","1","soy miso","583.00"
"cmnfml8f90098jxxwr2ebmlr0","cmnfml8f90097jxxwfx6g6e0j","0","cracked rice","916.00"
"cmnfml8f90099jxxw7ljnbtjo","cmnfml8f90097jxxwfx6g6e0j","1","Moringa Salt","1638.00"
"cmnfml8f9009ajxxwe8f1j4rg","cmnfml8f90097jxxwfx6g6e0j","2","Soy Sauce","192.00"
"cmnfml8kj009cjxxwslcqdgjf","cmnfml8kj009bjxxwf9rhsg12","0","cracked rice","1993.00"
"cmnfml8kj009djxxwmyq2dmof","cmnfml8kj009bjxxwf9rhsg12","1","Brown Aigamo Rice","1355.00"
"cmnfml8kj009ejxxw55txt5zh","cmnfml8kj009bjxxwf9rhsg12","2","Soy Sauce","627.00"
"cmnfml8kj009fjxxw9wen97x1","cmnfml8kj009bjxxwf9rhsg12","3","lemon ginger juice","1299.00"
"cmnfml8kj009gjxxw4h47xbf3","cmnfml8kj009bjxxwf9rhsg12","4","soy miso","390.00"
"cmnfml8pz009ijxxwtv0vh989","cmnfml8pz009hjxxwjguz8ubw","0","Moringa powder","654.00"
"cmnfml8pz009jjxxwzyqid49r","cmnfml8pz009hjxxwjguz8ubw","1","Moringa powder","687.00"
"cmnfml8pz009kjxxw8qt6p8ep","cmnfml8pz009hjxxwjguz8ubw","2","lemon juice","150.00"
"cmnfml8pz009ljxxw7spjehfs","cmnfml8pz009hjxxwjguz8ubw","3","mixed miso","1893.00"
"cmnfml8pz009mjxxwuqrr68bm","cmnfml8pz009hjxxwjguz8ubw","4","Moringa Salt","911.00"
"cmnfml8pz009njxxwebskf6ei","cmnfml8pz009hjxxwjguz8ubw","5","Moringa powder","870.00"
"cmnfml8vi009pjxxwfyt50vqd","cmnfml8vi009ojxxwcdz5m8yn","0","cracked rice","1056.00"
"cmnfml8vi009qjxxwqytx3e89","cmnfml8vi009ojxxwcdz5m8yn","1","Moringa Salt","567.00"
"cmnfml8vi009rjxxw1spgfdav","cmnfml8vi009ojxxwcdz5m8yn","2","cracked rice","816.00"
"cmnfml913009tjxxw2f6xiyk8","cmnfml913009sjxxwg9w0y6jn","0","cracked rice","1869.00"
"cmnfml913009ujxxwgefurhmv","cmnfml913009sjxxwg9w0y6jn","1","lemon ginger juice","661.00"
"cmnfml913009vjxxw7m4thrzp","cmnfml913009sjxxwg9w0y6jn","2","lemon ginger juice","999.00"
"cmnfml96d009xjxxwzvjhx1jy","cmnfml96d009wjxxw3jmtr9bp","0","Soy Sauce","1396.00"
"cmnfml96d009yjxxwjzrsyjko","cmnfml96d009wjxxw3jmtr9bp","1","lemon ginger juice","1445.00"
"cmnfml96d009zjxxwusnnvgvr","cmnfml96d009wjxxw3jmtr9bp","2","cracked rice","540.00"
"cmnfml9c300a1jxxw774xb5wg","cmnfml9c300a0jxxwlxzhyc2o","0","Moringa powder","597.00"
"cmnfml9c300a2jxxw6ipugxcg","cmnfml9c300a0jxxwlxzhyc2o","1","Moringa Salt","1321.00"
"cmnfml9c300a3jxxwdxlaa1ty","cmnfml9c300a0jxxwlxzhyc2o","2","mixed miso","173.00"
"cmnfml9ii00a5jxxwrmbkk9zw","cmnfml9ii00a4jxxw6kgvwizu","0","soy miso","1604.00"
"cmnfml9ii00a6jxxwge3uk2hy","cmnfml9ii00a4jxxw6kgvwizu","1","Moringa powder","830.00"
"cmnfml9pw00a8jxxwomvm1gz3","cmnfml9pw00a7jxxwxa99jla4","0","lemon juice","1550.00"
"cmnfml9pw00a9jxxw7070okmn","cmnfml9pw00a7jxxwxa99jla4","1","Soy Sauce","265.00"
"cmnfml9pw00aajxxwrs07ckzd","cmnfml9pw00a7jxxwxa99jla4","2","lemon juice","1393.00"
"cmnfml9pw00abjxxwuo6qeq3a","cmnfml9pw00a7jxxwxa99jla4","3","Soy Sauce","637.00"
"cmnfml9pw00acjxxwxruib0to","cmnfml9pw00a7jxxwxa99jla4","4","lemon juice","134.00"
"cmnfml9v900aejxxwm8jszpf5","cmnfml9v900adjxxwrya8fbo3","0","Soy Sauce","815.00"
"cmnfml9v900afjxxw3fmjao0o","cmnfml9v900adjxxwrya8fbo3","1","Moringa powder","862.00"
"cmnfml9v900agjxxwp44ymgbd","cmnfml9v900adjxxwrya8fbo3","2","cracked rice","1596.00"
"cmnfml9v900ahjxxwfplkvx99","cmnfml9v900adjxxwrya8fbo3","3","Moringa powder","1412.00"
"cmnfml9v900aijxxwqrbxkq5f","cmnfml9v900adjxxwrya8fbo3","4","Moringa Salt","589.00"
"cmnfmla0i00akjxxwa2ob0un5","cmnfmla0i00ajjxxwt73gsvix","0","Brown Aigamo Rice","430.00"
"cmnfmla0i00aljxxw7t7vdbnu","cmnfmla0i00ajjxxwt73gsvix","1","mixed miso","946.00"
"cmnfmla0i00amjxxwe4al91wa","cmnfmla0i00ajjxxwt73gsvix","2","Soy Sauce","471.00"
"cmnfmla0i00anjxxwy906wjxn","cmnfmla0i00ajjxxwt73gsvix","3","Soy Sauce","1679.00"
"cmnfmla0i00aojxxwhox7mp6p","cmnfmla0i00ajjxxwt73gsvix","4","lemon juice","1781.00"
"cmnfmla0i00apjxxwyvqv9f9v","cmnfmla0i00ajjxxwt73gsvix","5","lemon ginger juice","77.00"
"cmnfmla6e00arjxxw7x3malf1","cmnfmla6e00aqjxxw8ayxckip","0","kabuli miso","1901.00"
"cmnfmla6e00asjxxw36tiqtyq","cmnfmla6e00aqjxxw8ayxckip","1","lemon juice","223.00"
"cmnfmlabu00aujxxwh0f0od4v","cmnfmlabu00atjxxwd9krdw8s","0","Brown Aigamo Rice","989.00"
"cmnfmlabu00avjxxw8zv585lp","cmnfmlabu00atjxxwd9krdw8s","1","kabuli miso","1223.00"
"cmnfmlabu00awjxxw4xaxfhm7","cmnfmlabu00atjxxwd9krdw8s","2","Brown Aigamo Rice","1258.00"
"cmnfmlabu00axjxxwws9c46ox","cmnfmlabu00atjxxwd9krdw8s","3","Brown Aigamo Rice","765.00"
"cmnfmlabu00ayjxxwle2f0u8b","cmnfmlabu00atjxxwd9krdw8s","4","cracked rice","258.00"
"cmnfmlahq00b0jxxw9vk8lpl9","cmnfmlahq00azjxxwprqgnnqh","0","soy miso","408.00"
"cmnfmlahq00b1jxxw5ud9mabp","cmnfmlahq00azjxxwprqgnnqh","1","mixed miso","237.00"
"cmnfmlahq00b2jxxwarnu7y3m","cmnfmlahq00azjxxwprqgnnqh","2","lemon ginger juice","146.00"
